Player,Team,Season,PPG,RPG,APG,Winrate,MVP
Tim Hardaway Jr.,DALNYK,18_19,18.1,3.4,2.4,,0
JJ Redick,PHI,18_19,18.1,2.4,2.7,0.622,0
Derrick Rose,MIN,18_19,18.0,2.7,4.3,0.439,0
T.J. Warren,PHO,18_19,18.0,4.0,1.5,0.232,0
Bojan Bogdanovic,IND,18_19,18.0,4.1,2.0,0.585,0
Andre Drummond,DET,18_19,17.3,15.6,1.4,0.5,0
De'Aaron Fox,SAC,18_19,17.3,3.8,7.3,0.476,0
R.J. Hunter,BOS,18_19,17.0,3.0,3.0,0.598,0
Kevin Love,CLE,18_19,17.0,10.9,2.2,0.232,0
Pascal Siakam,TOR,18_19,16.9,6.9,3.1,0.707,0
Ben Simmons,PHI,18_19,16.9,8.8,7.7,0.622,0
Jordan Clarkson,CLE,18_19,16.8,3.3,2.4,0.232,0
Spencer Dinwiddie,BRK,18_19,16.8,2.4,4.6,0.512,0
Collin Sexton,CLE,18_19,16.7,2.9,3.0,0.232,0
Clint Capela,HOU,18_19,16.6,12.7,1.4,0.646,0
Montrezl Harrell,LAC,18_19,16.6,6.5,2.0,0.585,0
Josh Richardson,MIA,18_19,16.6,3.6,4.1,0.476,0
Harrison Barnes,DALSAC,18_19,16.4,4.7,1.5,,0
Deandre Ayton,PHO,18_19,16.3,10.3,1.8,0.232,0
DeMarcus Cousins,GSW,18_19,16.3,8.2,3.6,0.695,0
Eric Gordon,HOU,18_19,16.2,2.2,1.9,0.646,0
Aaron Gordon,ORL,18_19,16.0,7.4,3.7,0.512,0
Eric Bledsoe,MIL,18_19,15.9,4.6,5.5,0.732,0
Rudy Gobert,UTA,18_19,15.9,12.9,2.0,0.61,0
Jayson Tatum,BOS,18_19,15.7,6.0,2.1,0.598,0
Malcolm Brogdon,MIL,18_19,15.6,4.5,3.2,0.732,0
Jusuf Nurkic,POR,18_19,15.6,10.4,3.2,0.646,0
Chris Paul,HOU,18_19,15.6,4.6,8.2,0.646,0
Jonas Valanciunas,MEMTOR,18_19,15.6,8.6,1.4,,0
Dennis Schroder,OKC,18_19,15.5,3.6,4.1,0.598,0
Reggie Jackson,DET,18_19,15.4,2.6,4.2,0.5,0
Jeremy Lamb,CHO,18_19,15.3,5.5,2.2,0.476,0
Kelly Oubre Jr.,PHOWAS,18_19,15.2,4.7,1.2,,0
Nikola Mirotic,MILNOP,18_19,15.2,7.4,1.2,,0
Evan Fournier,ORL,18_19,15.1,3.2,3.6,0.512,0
Terrence Ross,ORL,18_19,15.1,3.5,1.7,0.512,0
Dwyane Wade,MIA,18_19,15.0,4.0,4.2,0.476,0
Serge Ibaka,TOR,18_19,15.0,8.1,1.3,0.707,0
Marvin Bagley III,SAC,18_19,14.9,7.6,1.0,0.476,0
Emmanuel Mudiay,NYK,18_19,14.8,3.3,3.9,0.207,0
Jabari Parker,CHIWAS,18_19,14.5,6.6,2.4,,0
Walt Lemon Jr.,CHI,18_19,14.3,4.5,5.0,0.268,0
Kyle Lowry,TOR,18_19,14.2,4.8,8.7,0.707,0
Bobby Portis,CHIWAS,18_19,14.2,8.1,1.4,,0
Bogdan Bogdanovic,SAC,18_19,14.1,3.5,3.8,0.476,0
Domantas Sabonis,IND,18_19,14.1,9.3,2.9,0.585,0
Marcus Morris,BOS,18_19,13.9,6.1,1.5,0.598,0
Otto Porter Jr.,CHIWAS,18_19,13.9,5.6,2.1,,0
Steven Adams,OKC,18_19,13.9,9.5,1.6,0.598,0
Jaren Jackson Jr.,MEM,18_19,13.8,4.7,1.1,0.402,0
Goran Dragic,MIA,18_19,13.7,3.1,4.8,0.476,0
Rudy Gay,SAS,18_19,13.7,6.8,2.6,0.585,0
Joe Harris,BRK,18_19,13.7,3.8,2.4,0.512,0
Caris LeVert,BRK,18_19,13.7,3.8,3.9,0.512,0
Enes Freedom,NYKPOR,18_19,13.7,9.8,1.7,,0
Jerami Grant,OKC,18_19,13.6,5.2,1.0,0.598,0
Dennis Smith Jr.,DALNYK,18_19,13.6,2.9,4.8,,0
Al Horford,BOS,18_19,13.6,6.7,4.2,0.598,0
Marc Gasol,MEMTOR,18_19,13.6,7.9,4.4,,0
Taurean Prince,ATL,18_19,13.5,3.6,2.1,0.354,0
Carmelo Anthony,HOU,18_19,13.4,5.4,0.5,0.646,0
Myles Turner,IND,18_19,13.3,7.2,1.6,0.585,0
Robert Covington,MINPHI,18_19,13.3,5.5,1.3,,0
Cedi Osman,CLE,18_19,13.0,4.7,2.6,0.232,0
Jaylen Brown,BOS,18_19,13.0,4.2,1.4,0.598,0
Gary Harris,DEN,18_19,12.9,2.8,2.2,0.659,0
Kevin Knox,NYK,18_19,12.8,4.5,1.1,0.207,0
Dwight Howard,WAS,18_19,12.8,9.2,0.4,0.39,0
Ricky Rubio,UTA,18_19,12.7,3.6,6.1,0.61,0
Thaddeus Young,IND,18_19,12.6,6.5,2.5,0.585,0
Paul Millsap,DEN,18_19,12.6,7.2,2.0,0.659,0
Justise Winslow,MIA,18_19,12.6,5.4,4.3,0.476,0
Trevor Ariza,PHOWAS,18_19,12.5,5.4,3.7,,0
Brook Lopez,MIL,18_19,12.5,4.9,1.2,0.732,0
Hassan Whiteside,MIA,18_19,12.3,11.3,0.8,0.476,0
Jeff Green,WAS,18_19,12.3,4.0,1.8,0.39,0
Wesley Matthews,DALINDNYK,18_19,12.2,2.5,2.3,,0
Jeff Teague,MIN,18_19,12.1,2.5,8.2,0.439,0
Joe Ingles,UTA,18_19,12.1,4.0,5.7,0.61,0
Dion Waiters,MIA,18_19,12.0,2.6,2.8,0.476,0
JaVale McGee,LAL,18_19,12.0,7.5,0.7,0.451,0
E'Twaun Moore,NOP,18_19,11.9,2.4,1.9,0.402,0
Willie Cauley-Stein,SAC,18_19,11.9,8.4,2.4,0.476,0
Jae Crowder,UTA,18_19,11.9,4.8,1.7,0.61,0
Derrick Favors,UTA,18_19,11.8,7.4,1.2,0.61,0
Bryn Forbes,SAS,18_19,11.8,2.9,2.1,0.585,0
D.J. Augustin,ORL,18_19,11.7,2.5,5.3,0.512,0
Kent Bazemore,ATL,18_19,11.6,3.9,2.3,0.354,0
Josh Jackson,PHO,18_19,11.5,4.4,2.3,0.232,0
Will Barton,DEN,18_19,11.5,4.6,2.9,0.659,0
Gordon Hayward,BOS,18_19,11.5,4.5,3.4,0.598,0
Kentavious Caldwell-Pope,LAL,18_19,11.4,2.9,1.3,0.451,0
Malik Beasley,DEN,18_19,11.3,2.5,1.2,0.659,0
Reggie Bullock,DETLAL,18_19,11.3,2.7,2.0,,0
Kris Dunn,CHI,18_19,11.3,4.1,6.0,0.268,0
Darren Collison,IND,18_19,11.2,3.1,6.0,0.585,0
Rodney Hood,CLEPOR,18_19,11.2,2.2,1.8,,0
DeMarre Carroll,BRK,18_19,11.1,5.2,1.3,0.512,0
Alex Len,ATL,18_19,11.1,5.5,1.1,0.354,0
DeAndre Jordan,DALNYK,18_19,11.0,13.1,2.3,,0
Fred VanVleet,TOR,18_19,11.0,2.6,4.8,0.707,0
Tristan Thompson,CLE,18_19,10.9,10.2,2.0,0.232,0
J.J. Barea,DAL,18_19,10.9,2.5,5.6,0.402,0
Jarrett Allen,BRK,18_19,10.9,8.4,1.4,0.512,0
Trey Burke,DALNYK,18_19,10.9,1.7,2.7,,0
Tyler Johnson,MIAPHO,18_19,10.9,3.0,2.9,,0
Allonzo Trier,NYK,18_19,10.9,3.1,1.9,0.207,0
Shai Gilgeous-Alexander,LAC,18_19,10.8,2.8,3.3,0.585,0
Dewayne Dedmon,ATL,18_19,10.8,7.5,1.4,0.354,0
Taj Gibson,MIN,18_19,10.8,6.5,1.2,0.439,0
Damyean Dotson,NYK,18_19,10.7,3.6,1.8,0.207,0
Elfrid Payton,NOP,18_19,10.6,5.2,7.6,0.402,0
Dario Saric,MINPHI,18_19,10.6,5.6,1.6,,0
Dwight Powell,DAL,18_19,10.6,5.3,1.5,0.402,0
Thomas Bryant,WAS,18_19,10.5,6.3,1.3,0.39,0
Marco Belinelli,SAS,18_19,10.5,2.5,1.7,0.585,0
Justin Holiday,CHIMEM,18_19,10.5,3.9,1.8,,0
Kenneth Faried,BRKHOU,18_19,10.4,6.8,0.5,,0
Monte Morris,DEN,18_19,10.4,2.4,3.6,0.659,0
Wendell Carter Jr.,CHI,18_19,10.3,7.0,1.8,0.268,0
Wayne Ellington,DETMIA,18_19,10.3,2.0,1.4,,0
Danny Green,TOR,18_19,10.3,4.0,1.6,0.707,0
Tyreke Evans,IND,18_19,10.2,2.9,2.4,0.585,0
Cody Zeller,CHO,18_19,10.1,6.8,2.1,0.476,0
Marvin Williams,CHO,18_19,10.1,5.4,1.2,0.476,0
Kelly Olynyk,MIA,18_19,10.0,4.7,1.8,0.476,0
Kadeem Allen,NYK,18_19,9.9,2.7,4.0,0.207,0
Avery Bradley,LACMEM,18_19,9.9,2.8,2.4,,0
Derrick White,SAS,18_19,9.9,3.7,3.9,0.585,0
Lonzo Ball,LAL,18_19,9.9,5.3,5.4,0.451,0
Patty Mills,SAS,18_19,9.9,2.2,3.0,0.585,0
Luke Kennard,DET,18_19,9.7,2.9,1.8,0.5,0
Kevin Huerter,ATL,18_19,9.7,3.3,2.9,0.354,0
Nemanja Bjelica,SAC,18_19,9.6,5.8,1.9,0.476,0
Allen Crabbe,BRK,18_19,9.6,3.4,1.1,0.512,0
Jonathan Isaac,ORL,18_19,9.6,5.5,1.1,0.512,0
Jeremy Lin,ATLTOR,18_19,9.6,2.4,3.1,,0
Robin Lopez,CHI,18_19,9.5,3.9,1.2,0.268,0
Tony Parker,CHO,18_19,9.5,1.5,3.7,0.476,0
Shabazz Napier,BRK,18_19,9.4,1.8,2.6,0.512,0
Markieff Morris,OKCWAS,18_19,9.4,4.6,1.4,,0
JaMychal Green,LACMEM,18_19,9.4,6.3,0.8,,0
Danuel House Jr.,HOU,18_19,9.4,3.6,1.0,0.646,0
Al-Farouq Aminu,POR,18_19,9.4,7.5,1.3,0.646,0
Larry Nance Jr.,CLE,18_19,9.4,8.2,3.2,0.232,0
Nicolas Batum,CHO,18_19,9.3,5.2,3.3,0.476,0
Jalen Brunson,DAL,18_19,9.3,2.3,3.2,0.402,0
Gerald Green,HOU,18_19,9.2,2.5,0.5,0.646,0
Rajon Rondo,LAL,18_19,9.2,5.3,8.0,0.451,0
Alex Caruso,LAL,18_19,9.2,2.7,3.1,0.451,0
Landry Shamet,LACPHI,18_19,9.1,1.7,1.5,,0
Terry Rozier,BOS,18_19,9.0,3.9,2.9,0.598,0
Ish Smith,DET,18_19,8.9,2.6,3.6,0.5,0
Malik Monk,CHO,18_19,8.9,1.9,1.6,0.476,0
James Harden,HOU,19_20,34.3,6.6,7.5,0.611,0
Bradley Beal,WAS,19_20,30.5,4.2,6.1,0.347,0
Damian Lillard,POR,19_20,30.0,4.3,8.0,0.473,0
Trae Young,ATL,19_20,29.6,4.2,9.3,0.299,0
Giannis Antetokounmpo,MIL,19_20,29.5,13.6,5.6,0.767,1
Luka Doncic,DAL,19_20,28.8,9.4,8.8,0.573,0
Kyrie Irving,BRK,19_20,27.4,5.2,6.4,0.486,0
Russell Westbrook,HOU,19_20,27.2,7.9,7.0,0.611,0
Kawhi Leonard,LAC,19_20,27.1,7.1,4.9,0.681,0
Devin Booker,PHO,19_20,26.6,4.2,6.5,0.466,0
Karl-Anthony Towns,MIN,19_20,26.5,10.8,4.4,0.297,0
Anthony Davis,LAL,19_20,26.1,9.3,3.2,0.732,0
Zach LaVine,CHI,19_20,25.5,4.8,4.2,0.338,0
LeBron James,LAL,19_20,25.3,7.8,10.2,0.732,0
Donovan Mitchell,UTA,19_20,24.0,4.4,4.3,0.611,0
Brandon Ingram,NOP,19_20,23.8,6.1,4.2,0.417,0
Jayson Tatum,BOS,19_20,23.4,7.0,3.0,0.667,0
D'Angelo Russell,GSWMIN,19_20,23.1,3.9,6.3,,0
Joel Embiid,PHI,19_20,23.0,11.6,3.0,0.589,0
Pascal Siakam,TOR,19_20,22.9,7.3,3.4,0.736,0
Zion Williamson,NOP,19_20,22.5,6.2,2.1,0.417,0
CJ McCollum,POR,19_20,22.2,4.2,4.4,0.473,0
DeMar DeRozan,SAS,19_20,22.1,5.5,5.6,0.451,0
Andrew Wiggins,GSWMIN,19_20,21.8,5.1,3.7,,0
John Collins,ATL,19_20,21.6,10.1,1.5,0.299,0
Paul George,LAC,19_20,21.5,5.7,3.9,0.681,0
De'Aaron Fox,SAC,19_20,21.1,3.8,6.8,0.431,0
Khris Middleton,MIL,19_20,20.9,6.2,4.3,0.767,0
Stephen Curry,GSW,19_20,20.8,5.2,6.6,0.231,0
Collin Sexton,CLE,19_20,20.8,3.1,3.0,0.292,0
Spencer Dinwiddie,BRK,19_20,20.6,3.5,6.8,0.486,0
Kemba Walker,BOS,19_20,20.4,3.9,4.8,0.667,0
Kristaps Porzingis,DAL,19_20,20.4,9.5,1.8,0.573,0
Jaylen Brown,BOS,19_20,20.3,6.4,2.1,0.667,0
Bojan Bogdanovic,UTA,19_20,20.2,4.1,2.1,0.611,0
Jimmy Butler,MIA,19_20,19.9,6.7,6.0,0.603,0
Nikola Jokic,DEN,19_20,19.9,9.7,7.0,0.63,0
T.J. Warren,IND,19_20,19.8,4.2,1.5,0.616,0
Tobias Harris,PHI,19_20,19.6,6.9,3.2,0.589,0
Nikola Vucevic,ORL,19_20,19.6,10.9,3.6,0.452,0
Julius Randle,NYK,19_20,19.5,9.7,3.1,0.318,0
Kyle Lowry,TOR,19_20,19.4,5.0,7.5,0.736,0
Buddy Hield,SAC,19_20,19.2,4.6,3.0,0.431,0
Jrue Holiday,NOP,19_20,19.1,4.8,6.7,0.417,0
Shai Gilgeous-Alexander,OKC,19_20,19.0,5.9,3.3,0.611,0
Dennis Schroder,OKC,19_20,18.9,3.6,4.0,0.611,0
LaMarcus Aldridge,SAS,19_20,18.9,7.4,2.4,0.451,0
Caris LeVert,BRK,19_20,18.7,4.2,4.4,0.486,0
Danilo Gallinari,OKC,19_20,18.7,5.2,1.9,0.611,0
Kelly Oubre Jr.,PHO,19_20,18.7,6.4,1.5,0.466,0
Montrezl Harrell,LAC,19_20,18.6,7.1,1.7,0.681,0
Evan Fournier,ORL,19_20,18.5,2.6,3.2,0.452,0
Domantas Sabonis,IND,19_20,18.5,12.4,5.0,0.616,0
Jamal Murray,DEN,19_20,18.5,4.0,4.8,0.63,0
Lou Williams,LAC,19_20,18.2,3.1,5.6,0.681,0
Devonte' Graham,CHO,19_20,18.2,3.4,7.5,0.354,0
Deandre Ayton,PHO,19_20,18.2,11.5,1.9,0.466,0
Derrick Rose,DET,19_20,18.1,2.4,5.6,0.303,0
Terry Rozier,CHO,19_20,18.0,4.4,4.1,0.354,0
Ja Morant,MEM,19_20,17.8,3.9,7.3,0.466,0
Andre Drummond,CLEDET,19_20,17.7,15.2,2.7,,0
Fred VanVleet,TOR,19_20,17.6,3.8,6.6,0.736,0
Kevin Love,CLE,19_20,17.6,9.8,3.2,0.292,0
Jusuf Nurkic,POR,19_20,17.6,10.2,4.0,0.473,0
Chris Paul,OKC,19_20,17.6,5.0,6.7,0.611,0
Gordon Hayward,BOS,19_20,17.5,6.7,4.1,0.667,0
Jaren Jackson Jr.,MEM,19_20,17.4,4.6,1.4,0.466,0
Marcus Morris,LACNYK,19_20,16.7,5.0,1.4,,0
Malcolm Brogdon,IND,19_20,16.5,4.9,7.1,0.616,0
Ben Simmons,PHI,19_20,16.4,7.8,8.0,0.589,0
Dillon Brooks,MEM,19_20,16.2,3.3,2.1,0.466,0
Goran Dragic,MIA,19_20,16.2,3.2,5.1,0.603,0
Norman Powell,TOR,19_20,16.0,3.7,1.8,0.736,0
Bam Adebayo,MIA,19_20,15.9,10.2,5.1,0.603,0
Tim Hardaway Jr.,DAL,19_20,15.8,3.3,1.9,0.573,0
Luke Kennard,DET,19_20,15.8,3.5,4.1,0.303,0
Hassan Whiteside,POR,19_20,15.5,13.5,1.2,0.473,0
Blake Griffin,DET,19_20,15.5,4.7,3.3,0.303,0
Davis Bertans,WAS,19_20,15.4,4.5,1.7,0.347,0
Carmelo Anthony,POR,19_20,15.4,6.3,1.5,0.473,0
Serge Ibaka,TOR,19_20,15.4,8.2,1.4,0.736,0
Kendrick Nunn,MIA,19_20,15.3,2.7,3.3,0.603,0
JJ Redick,NOP,19_20,15.3,2.5,2.0,0.417,0
Jordan Clarkson,CLEUTA,19_20,15.2,2.6,1.9,,0
Bogdan Bogdanovic,SAC,19_20,15.1,3.4,3.4,0.431,0
Rudy Gobert,UTA,19_20,15.1,13.5,1.5,0.611,0
Will Barton,DEN,19_20,15.1,6.3,3.7,0.63,0
Alec Burks,GSWPHI,19_20,15.0,4.3,2.9,,0
Eric Bledsoe,MIL,19_20,14.9,4.6,5.4,0.767,0
Jonas Valanciunas,MEM,19_20,14.9,11.3,1.9,0.466,0
Lauri Markkanen,CHI,19_20,14.7,6.3,1.5,0.338,0
Terrence Ross,ORL,19_20,14.7,3.2,1.2,0.452,0
Harrison Barnes,SAC,19_20,14.5,4.9,2.2,0.431,0
Victor Oladipo,IND,19_20,14.5,3.9,2.9,0.616,0
Joe Harris,BRK,19_20,14.5,4.3,2.1,0.486,0
Eric Gordon,HOU,19_20,14.4,2.0,1.5,0.611,0
Aaron Gordon,ORL,19_20,14.4,7.7,3.7,0.452,0
Mike Conley,UTA,19_20,14.4,3.2,4.4,0.611,0
RJ Barrett,NYK,19_20,14.3,5.0,2.6,0.318,0
Marvin Bagley III,SAC,19_20,14.2,7.5,0.8,0.431,0
Jabari Parker,ATLSAC,19_20,14.0,5.6,1.8,,0
Eric Paschall,GSW,19_20,14.0,4.6,2.1,0.231,0
Clint Capela,HOU,19_20,13.9,13.8,1.2,0.611,0
Josh Richardson,PHI,19_20,13.7,3.2,2.9,0.589,0
Rui Hachimura,WAS,19_20,13.5,6.1,1.8,0.347,0
Tyler Herro,MIA,19_20,13.5,4.1,2.2,0.603,0
Duncan Robinson,MIA,19_20,13.5,3.2,1.4,0.603,0
Thomas Bryant,WAS,19_20,13.2,7.2,1.8,0.347,0
Coby White,CHI,19_20,13.2,3.5,2.7,0.338,0
Christian Wood,DET,19_20,13.1,6.3,1.0,0.303,0
Ricky Rubio,PHO,19_20,13.0,4.7,8.8,0.466,0
Miles Bridges,CHO,19_20,13.0,5.6,1.8,0.354,0
Marcus Smart,BOS,19_20,12.9,3.8,4.8,0.667,0
Kyle Kuzma,LAL,19_20,12.8,4.5,1.3,0.732,0
Damion Lee,GSW,19_20,12.7,4.9,2.7,0.231,0
Jeremy Lamb,IND,19_20,12.5,4.3,2.1,0.616,0
Robert Covington,HOUMIN,19_20,12.4,6.6,1.3,,0
Seth Curry,DAL,19_20,12.4,2.3,1.9,0.573,0
De'Andre Hunter,ATL,19_20,12.3,4.5,1.8,0.299,0
Darius Garland,CLE,19_20,12.3,1.9,3.9,0.292,0
Richaun Holmes,SAC,19_20,12.3,8.1,1.0,0.431,0
P.J. Washington,CHO,19_20,12.2,5.4,2.1,0.354,0
Kevin Huerter,ATL,19_20,12.2,4.1,3.8,0.299,0
Isaiah Thomas,WAS,19_20,12.2,1.7,3.6,0.347,0
Markelle Fultz,ORL,19_20,12.1,3.3,5.1,0.452,0
Myles Turner,IND,19_20,12.1,6.6,1.2,0.616,0
Taurean Prince,BRK,19_20,12.1,6.0,1.8,0.486,0
Brandon Clarke,MEM,19_20,12.1,5.9,1.4,0.466,0
Tristan Thompson,CLE,19_20,12.0,10.1,2.1,0.292,0
Jerami Grant,DEN,19_20,12.0,3.5,1.2,0.63,0
Brook Lopez,MIL,19_20,12.0,4.6,1.5,0.767,0
Reggie Jackson,DETLAC,19_20,11.9,3.0,4.1,,0
Otto Porter Jr.,CHI,19_20,11.9,3.4,1.8,0.338,0
Al Horford,PHI,19_20,11.9,6.8,4.0,0.589,0
Jonathan Isaac,ORL,19_20,11.9,6.8,1.4,0.452,0
Lonzo Ball,NOP,19_20,11.8,6.1,7.0,0.417,0
Glenn Robinson III,GSWPHI,19_20,11.7,4.4,1.5,,0
Patty Mills,SAS,19_20,11.6,1.6,1.8,0.451,0
Paul Millsap,DEN,19_20,11.6,5.7,1.6,0.63,0
Nemanja Bjelica,SAC,19_20,11.5,6.4,2.8,0.431,0
Jordan McRae,DENDETWAS,19_20,11.5,3.4,2.5,,0
Aron Baynes,PHO,19_20,11.5,5.6,1.6,0.466,0
Justise Winslow,MIA,19_20,11.3,6.6,4.0,0.603,0
Wendell Carter Jr.,CHI,19_20,11.3,9.4,1.2,0.338,0
Derrick White,SAS,19_20,11.3,3.3,3.5,0.451,0
Bryn Forbes,SAS,19_20,11.2,2.0,1.7,0.451,0
Malik Beasley,DENMIN,19_20,11.2,2.7,1.4,,0
Dion Waiters,LALMIA,19_20,11.1,2.4,2.0,,0
Jarrett Allen,BRK,19_20,11.1,9.6,1.6,0.486,0
Cody Zeller,CHO,19_20,11.1,7.1,1.5,0.354,0
Cedi Osman,CLE,19_20,11.0,3.6,2.4,0.292,0
Mychal Mulder,GSW,19_20,11.0,3.3,1.1,0.231,0
Rodney Hood,POR,19_20,11.0,3.4,1.5,0.473,0
Dejounte Murray,SAS,19_20,10.9,5.8,4.1,0.451,0
Ish Smith,WAS,19_20,10.9,3.2,4.9,0.347,0
Cameron Payne,PHO,19_20,10.9,3.9,3.0,0.466,0
Jeff Teague,ATLMIN,19_20,10.9,2.4,5.2,,0
Steven Adams,OKC,19_20,10.9,9.3,2.3,0.611,0
Rudy Gay,SAS,19_20,10.8,5.4,1.7,0.451,0
Dario Saric,PHO,19_20,10.7,6.2,1.9,0.466,0
OG Anunoby,TOR,19_20,10.6,5.3,1.6,0.736,0
Jae Crowder,MEMMIA,19_20,10.5,5.9,2.5,,0
Cam Reddish,ATL,19_20,10.5,3.7,1.5,0.299,0
D.J. Augustin,ORL,19_20,10.5,2.1,4.6,0.452,0
Danuel House Jr.,HOU,19_20,10.5,4.2,1.3,0.611,0
Troy Brown Jr.,WAS,19_20,10.4,5.6,2.6,0.347,0
Gary Harris,DEN,19_20,10.4,2.9,2.1,0.63,0
Garrett Temple,BRK,19_20,10.3,3.5,2.5,0.486,0
Shabazz Napier,MINWAS,19_20,10.3,2.8,4.7,,0
Thaddeus Young,CHI,19_20,10.3,4.9,1.8,0.338,0
Doug McDermott,IND,19_20,10.3,2.5,1.1,0.616,0
Langston Galloway,DET,19_20,10.3,2.3,1.5,0.303,0
Malik Monk,CHO,19_20,10.3,2.9,2.1,0.354,0
Bobby Portis,NYK,19_20,10.1,5.1,1.5,0.318,0
Josh Hart,NOP,19_20,10.1,6.5,1.7,0.417,0
Larry Nance Jr.,CLE,19_20,10.1,7.3,2.2,0.292,0
Ben McLemore,HOU,19_20,10.1,2.2,0.8,0.611,0
Elfrid Payton,NYK,19_20,10.0,4.7,7.2,0.318,0
Kevin Porter Jr.,CLE,19_20,10.0,3.2,2.2,0.292,0
Tomas Satoransky,CHI,19_20,9.9,3.9,5.4,0.338,0
Joe Ingles,UTA,19_20,9.8,3.9,5.2,0.611,0
Furkan Korkmaz,PHI,19_20,9.8,2.3,1.1,0.589,0
Frank Kaminsky,PHO,19_20,9.7,4.5,1.9,0.466,0
Mitchell Robinson,NYK,19_20,9.7,7.0,0.6,0.318,0
Markieff Morris,DETLAL,19_20,9.7,3.8,1.3,,0
Dorian Finney-Smith,DAL,19_20,9.5,5.7,1.6,0.573,0
Aaron Holiday,IND,19_20,9.5,2.4,3.4,0.616,0
Jeff Green,HOUUTA,19_20,9.4,2.8,1.0,,0
Shake Milton,PHI,19_20,9.4,2.2,2.6,0.589,0
Dwight Powell,DAL,19_20,9.4,5.7,1.5,0.573,0
George Hill,MIL,19_20,9.4,3.0,3.1,0.767,0
Kentavious Caldwell-Pope,LAL,19_20,9.3,2.1,1.6,0.732,0
Michael Porter Jr.,DEN,19_20,9.3,4.7,0.8,0.63,0
Marquese Chriss,GSW,19_20,9.3,6.2,1.9,0.231,0
Landry Shamet,LAC,19_20,9.3,1.9,1.9,0.681,0
Daniel Theis,BOS,19_20,9.2,6.6,1.7,0.667,0
Donte DiVincenzo,MIL,19_20,9.2,4.8,2.3,0.767,0
Jarrett Culver,MIN,19_20,9.2,3.4,1.7,0.297,0
Mikal Bridges,PHO,19_20,9.1,4.0,1.8,0.466,0
Jake Layman,MIN,19_20,9.1,2.5,0.7,0.297,0
Stephen Curry,GSW,20_21,32.0,5.5,5.8,0.542,0
Bradley Beal,WAS,20_21,31.3,4.7,4.4,0.472,0
Damian Lillard,POR,20_21,28.8,4.2,7.5,0.583,0
Joel Embiid,PHI,20_21,28.5,10.6,2.8,0.681,0
Giannis Antetokounmpo,MIL,20_21,28.1,11.0,5.9,0.639,0
Luka Doncic,DAL,20_21,27.7,8.0,8.6,0.583,0
Zach LaVine,CHI,20_21,27.4,5.0,4.9,0.431,0
Zion Williamson,NOP,20_21,27.0,7.2,3.7,0.431,0
Kevin Durant,BRK,20_21,26.9,7.1,5.6,0.667,0
Kyrie Irving,BRK,20_21,26.9,4.8,6.0,0.667,0
Jayson Tatum,BOS,20_21,26.4,7.4,4.3,0.5,0
Donovan Mitchell,UTA,20_21,26.4,4.4,5.2,0.722,0
Nikola Jokic,DEN,20_21,26.4,10.8,8.3,0.653,1
Devin Booker,PHO,20_21,25.6,4.2,4.3,0.708,0
Trae Young,ATL,20_21,25.3,3.9,9.4,0.569,0
De'Aaron Fox,SAC,20_21,25.2,3.5,7.2,0.431,0
LeBron James,LAL,20_21,25.0,7.7,7.8,0.583,0
Kawhi Leonard,LAC,20_21,24.8,6.5,5.2,0.653,0
Karl-Anthony Towns,MIN,20_21,24.8,10.6,4.5,0.319,0
Jaylen Brown,BOS,20_21,24.7,6.0,3.4,0.5,0
James Harden,BRKHOU,20_21,24.6,7.9,10.8,,0
Collin Sexton,CLE,20_21,24.3,3.1,4.4,0.306,0
Julius Randle,NYK,20_21,24.1,10.2,6.0,0.569,0
Brandon Ingram,NOP,20_21,23.8,4.9,4.9,0.431,0
Shai Gilgeous-Alexander,OKC,20_21,23.7,4.7,5.9,0.306,0
Nikola Vucevic,CHIORL,20_21,23.4,11.7,3.8,,0
Paul George,LAC,20_21,23.3,6.6,5.2,0.653,0
CJ McCollum,POR,20_21,23.1,3.9,4.7,0.583,0
Jerami Grant,DET,20_21,22.3,4.6,2.8,0.278,0
Russell Westbrook,WAS,20_21,22.2,11.5,11.7,0.472,0
Anthony Davis,LAL,20_21,21.8,7.9,3.1,0.583,0
DeMar DeRozan,SAS,20_21,21.6,4.2,6.9,0.458,0
Jimmy Butler,MIA,20_21,21.5,6.9,7.1,0.556,0
Pascal Siakam,TOR,20_21,21.4,7.2,4.5,0.375,0
Jamal Murray,DEN,20_21,21.2,4.0,4.8,0.653,0
Malcolm Brogdon,IND,20_21,21.2,5.2,5.9,0.472,0
Christian Wood,HOU,20_21,21.0,9.6,1.7,0.236,0
John Wall,HOU,20_21,20.6,3.2,6.9,0.236,0
Terry Rozier,CHO,20_21,20.4,4.4,4.2,0.458,0
Khris Middleton,MIL,20_21,20.4,6.0,5.4,0.639,0
Domantas Sabonis,IND,20_21,20.3,12.0,6.7,0.472,0
Caris LeVert,BRKIND,20_21,20.2,4.6,5.2,,0
Kristaps Porzingis,DAL,20_21,20.1,8.9,1.6,0.583,0
Victor Oladipo,HOUINDMIA,20_21,19.8,4.8,4.6,,0
Gordon Hayward,CHO,20_21,19.6,5.9,4.1,0.458,0
Fred VanVleet,TOR,20_21,19.6,4.2,6.3,0.375,0
Malik Beasley,MIN,20_21,19.6,4.4,2.4,0.319,0
Tobias Harris,PHI,20_21,19.5,6.8,3.5,0.681,0
Anthony Edwards,MIN,20_21,19.3,4.7,2.9,0.319,0
